Id,Title,Caption,Year,MediaType,Uri,MediaSource,Attribution,Order,Collection_Id,Exhibit_Id,Depth
54368A4D-138A-41D4-8673-D5018F2F32AB,Proterosuchus,This crocodile-like reptile was related to dinosaurs and fell into a group called archosaurs which encompasses everything from crocodiles to birds. They ultimately went extinct at the end of the Triassic.,0.22,Picture,http://czbeta.blob.core.windows.net/images/54368a4d-138a-41d4-8673-d5018f2f32ab_800px-ProterosuchusDB.jpg,http://commons.wikimedia.org/wiki/File:ProterosuchusDB.jpg, ?????,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,3E1A1F05-DB66-4BD2-9B2C-3774FE7BE6F4,6
41EF3B31-A9C8-4D1A-9AF3-E19271457A7E,Placerias,"One of the other kinds of large land reptiles present during the Triassic was Placerias. It was a large ground herbivore which used it's tusks to dig up roots and as defense. It, and its kind went extinct at the end of the Triassic period, leaving room for the dinosaurs to take over.",0.22,Picture,http://czbeta.blob.core.windows.net/images/41ef3b31-a9c8-4d1a-9af3-e19271457a7e_Placerias.jpeg,http://upload.wikimedia.org/wikipedia/commons/d/d2/Placerias.jpeg,BotMultichill,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,3E1A1F05-DB66-4BD2-9B2C-3774FE7BE6F4,6
FB067CAC-A0FB-4E8D-B6FB-EA9B87687674,Rauisuchians,"These were reptiles that were similar to carnivorous dinosaurs in many ways except they were too top heavy to walk on their hind legs. They were the top predators in most Triassic ecosystems, and though the smaller dinosaurs were more swift than them, they could steal their kills because of their size. The ultimately could not compete with them in the changing environment and disappeared by the end of the Triassic",0.22,Picture,http://czbeta.blob.core.windows.net/images/fb067cac-a0fb-4e8d-b6fb-ea9b87687674_Rauisuchia_Postosuchus_kirkpatricki.png,http://commons.wikimedia.org/wiki/File:Rauisuchia_Postosuchus_kirkpatricki.png,Hbk33,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,3E1A1F05-DB66-4BD2-9B2C-3774FE7BE6F4,6
8C98A4BB-810E-42E4-9BDD-1C0C8F43AA75,Permian-Triassic Mass Extinction,"This mass extinction wiped out 96% of all marine species and 70% of terrestrial vertebrate species, making it the biggest of all time.  It marked the end of the Paleozoic Eon and the beginning of the Mesozoic Eon and the age of the dinosaurs. The creation of the super continent Pangaea was the main cause of the extinction. When all the continents came together, thousands of miles of coastline disappeared, creating a huge inland desert that stretched from pole to pole. In addition the Siberian Traps, a huge area with large amounts of volcanic activity formed during this time, releasing massive amounts of CO2 into the air. This increase in greenhouse gases combined with the newly formed supercontinent disrupted ocean currents, causing them to stagnate, releasing millions of tons of methane and CO2 into the atmosphere, creating a feedback looped that raised temperatures by almost 12 degrees Fahrenheit, devastating all life on earth.",0.25,Picture,http://czbeta.blob.core.windows.net/images/8c98a4bb-810e-42e4-9bdd-1c0c8f43aa75_CZ Volcano.jpg,"http://en.wikipedia.org/wiki/File:Sarychev_Peak_eruption_on_12_June_2009,_oblique_satellite_view.ogv",NULL,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,2E1EDCC5-EB74-4423-AD5E-78C7F59F2A2F,6
B47AB968-47F8-4DC4-ACFA-4DFAB230ACD8,Mammals,"Mammals first appeared sometime during the Mesozoic during the time of the dinosaurs. Though their ancestors, the mammal-like reptiles known as therapsids, were dominant before the appearance of dinosaurs, they declined after the Permian mass extinction, and all but disappeared after the Triassic mass extinction. Every mammal has fur (though whales only have a few vestigial hairs), produces milk for their young and is warm blooded. Though they evolved from small rodent-like ancestors, mammals now occupy almost every niche imaginable and have a huge number of body plans for their different lifestyles. Their high metabolic rates have allowed them to evolve into far more behaviorally sophisticated creatures than most reptiles and is what has allowed so many ",0.25,Picture,http://czbeta.blob.core.windows.net/images/b47ab968-47f8-4dc4-acfa-4dfab230acd8_Broad_toothed_mouse_2.JPG,http://commons.wikimedia.org/wiki/File:Broad_toothed_mouse_2.JPG,Wikipedia User Magnus Kjaergaard,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,AEC21A04-64AB-43BE-80E4-5E8DCDACAF40,5
CC7BDA1A-ED6C-4268-964E-AF9BD8127104,Higher Vertebrates,"After the Permian Mass-Extinction, the largest single mass extinction of all time, two important groups of vertebrates rose from the ashes and would come to shape and dominate the next two eras of planet earth. The first were the archosaurs, a group that used to be represented by the dinosaurs, but who today only consist of birds and crocodiles. For 185 million years they ruled the earth marking the Mesozoic as the “Age of the Dinosaurs”.  The second important group of animals to arise came from small group of synapsids or mammal-like reptiles. Here we find our own origins. The first were small during the time of the dinosaurs, but once the asteroid hit, everything heavier than 50 pounds was wiped out leaving a huge vacuum of niches in the environment for mammals to grow into, allowing them to claim the Cenozoic as the “Age of Mammals”. Within a few million years, mammals had diversified into a myriad of forms, one of which was the common ancestor of all primates and human beings.  ",0.25,Picture,http://czbeta.blob.core.windows.net/images/cc7bda1a-ed6c-4268-964e-af9bd8127104_DMSN_dinosaurs.jpg,http://commons.wikimedia.org/wiki/File:GorgosaurusDB.jpg,NULL,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,AEC21A04-64AB-43BE-80E4-5E8DCDACAF40,5
6BD11486-6831-4773-85CA-0802BB42C4C7,Haploid vs. Diploid,"Sexual reproduction enabled a greater amount of variation in cells. By combining the genetic information of two parent cells, the offspring were given a greater amount of genetic variability allowing them to cope with different environments and have a back up set of genes in case of damage. It also set the foundation for sexual selection which is now a very strong evolutionary force, creating a myriad of different organs, capabilities and behaviors.",1,Picture,http://czbeta.blob.core.windows.net/images/6bd11486-6831-4773-85ca-0802bb42c4c7_Sperm-egg.jpg,http://commons.wikimedia.org/wiki/File:Sperm-egg.jpg,NULL,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,BEF448D1-0D86-4496-8673-4B8A20FB2BA3,5
2F4B8521-A9A2-4D89-92FE-53EA37218D7D,Stromatolites,"Fossilized stromatolites, an early Pre-Cambrian form of life.  Stromatolites are considered to be some of the first evidence of life on Earth.",1,Picture,http://czbeta.blob.core.windows.net/images/2f4b8521-a9a2-4d89-92fe-53ea37218d7d_Stromatolites.jpg,http://en.wikipedia.org/wiki/File:Stromatolites.jpg,National Park Service,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,03949F0C-9A65-4D29-8781-87E8ACFAB9DD,4
7BFDC130-D109-46B6-BF1B-840AD915B0D8,"Mitosis, Meiosis and Sexual Reproduction","Salman Khan explains the process of sexual reproduction. Mitosis is the process by which a eukaryotic cell separates chromosomes in its nucleus into two identical sets, in two separate nuclei. Meiosis is a type of cell division necessary for sexual reproduction. Sexual reproduction is the creation of a new organism by combining the generic material of two organisms. ",1,Video,http://www.youtube.com/embed/kaSIjIzAtYA,http://www.youtube.com/watch?v=kaSIjIzAtYA,khanacademy,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,BEF448D1-0D86-4496-8673-4B8A20FB2BA3,5
E2889086-9D39-4F99-A15C-1829C635B38A,Cytoskeleton: The backbone and highways of the cell,"In this picture we can see the cytoskeleton of the several eukaryotic cells fluorescing. This skeleton holds cells together and maintains their integrity. It serves many of the same functions that a skeleton on multicellular organisms serves. The phospholipid bilayer on its own would not be enough to maintain the integrity of the cell so microtubules and microfilaments made of tubulin and actin protein polymers respectively create a network that keep cells shape. In fact these same proteins are what allow for many types of cellular locomotion such as pseudopod motion. Many proteins move across these tubes and filaments in order to move objects accurately to their destination. In animal cells, structures known as centrosomes made up of these tubes help guide mitosis, or cellular division. ",1.5,Picture,http://czbeta.blob.core.windows.net/images/e2889086-9d39-4f99-a15c-1829c635b38a_FluorescentCells.jpg,http://en.wikipedia.org/wiki/File:FluorescentCells.jpg,US Gov,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
3D6DF86B-3F66-4C78-8ED6-1981D01D524A,Phospholipid Membranes,"Cellular membranes are made of a special kind of lipid called phospholipids. These have a head which is made up of a diglyceride and phosphate group, making it polar and therefore hydrophilic. This means it is attracted to water and can be dissolved in it easily. They also have a tail which is made up of a long chain of hydrocarbons making it non-polar. This means it is similar chemically to oily substances and has a difficult time dissolving in water. This makes it hydrophobic and avoid water. When millions of these molecules are put together, they create membranes that have two layers of these lipids, with the heads facing outward toward the water, and the tails facing inward towards each other avoiding the water. They can hold themselves together fairly well because of these inter-molecular forces but are also slightly permeable to water which allows for osmosis to take place.",1.5,Picture,http://czbeta.blob.core.windows.net/images/3d6df86b-3f66-4c78-8ed6-1981d01d524a_Phospholipid_TvanBrussel.jpg,http://en.wikipedia.org/wiki/File:Phospholipid_TvanBrussel.jpg,T van Brussel,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
F71CDB6A-DBDD-4DFF-A8B2-697C0F4A29CF,Mitochondria: The power-plants of cells,"Mitochondrias are the sites in cells that produce all the energy that the cell needs to carry out it's functions. The energy it generates comes from breaking high energy bonds in organic molecules, which is released when these molecules form new low energy bonds as CO2 and H2O. The mitochondria uses that differential to generate ATP, the energy currency of the cell. The basic breakdown of glucose occurs in three steps: glycolysis, the citric acid cycle and oxidative phosphorylation. Glycolysis actually takes place outside of the mitochondria and involves the splitting of the glucose molecule in half. These halves then move into the mitochondria into the Citric Acid cycle. There the complete breakdown occurs. Finally all these electron carrier molecules pass through ATP synthase and for a total of around 32 ATP per glucose molecule. It is thought mitochondria originally were separate organisms that evolved inside eukaryotic cells and are now endosymbionts.",1.5,Picture,http://czbeta.blob.core.windows.net/images/f71cdb6a-dbdd-4dff-a8b2-697c0f4a29cf_562px-Animal_mitochondrion_diagram_en_(edit).svg.png,http://en.wikipedia.org/w/index.php?title=File:Animal_mitochondrion_diagram_en_(edit).svg&page=1,LadyofHats,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
494D5F0B-5B65-47D7-A5A3-770659A20B95,Ribosomes: Protein Factories,"Once the genetic information in the cell leaves the nucleus as mRNA it needs to be converted into proteins somehow before this information can be expressed, since proteins are what actually give organisms their traits. To do this, the cell utilizes ribosomes, organelles that are made up of both protein and rRNA, or ribosomal RNA. It is what you would call a ribozyme since it is an enzyme (protein) and a ribonucelotide. The way translation occurs is that the mRNA is fed through the ribosome and this ribosome reads it, three letters at a time. There are 64 different combinations, but only 20 amino acids that make up all proteins, so some amino acids have several three letter codes. As these codes are read, tRNAs with complimentary three letter sequences and one amino acid bound to them enter the ribosome from the top and begin assembling a chain of amino acids that will later become a protein.",1.5,Picture,http://czbeta.blob.core.windows.net/images/494d5f0b-5b65-47d7-a5a3-770659a20b95_651px-Ribosome_mRNA_translation_en.svg.png,http://commons.wikimedia.org/w/index.php?title=File:Ribosome_mRNA_translation_en.svg&page=1,LadyofHats,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
3E31EEF9-4BBA-4DD6-BFF0-83408BAAEF9C,Internal Membrane,"Eukaryote cells include a variety of membrane-bound structures, collectively referred to as the endomembrane system. Simple compartments, called vesicles or vacuoles, can form by budding off other membranes. Many cells ingest food and other materials through a process of endocytosis, where the outer membrane invaginates and then pinches off to form a vesicle. It is probable that most other membrane-bound organelles are ultimately derived from such vesicles.",1.5,Picture,http://czbeta.blob.core.windows.net/images/3e31eef9-4bba-4dd6-bff0-83408baaef9c_830-eukaryotes.jpg,http://en.wikipedia.org/wiki/File:Endomembrane_system_diagram_en.svg,LadyofHats,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
D7594F90-D532-4280-8F29-8A6549BDE0EB,Endoplasmic Reticulum,"The ER is a versatile organelle that fulfills a variety of vital functions in the cell depending on the metabolic needs. It is a network of membraned tubes with proteins on the surface. These proteins can change in number and variety based on stresses that the cell experiences, giving cells greater flexibility in a changing environment. There are two main types of ER, the rough and the smooth. The rough gains its name from the ribosomes on its surface that give it a grainy look when visualized through a microscope. It helps organize and coordinate protein synthesis. The smooth ER lacks these ribosomes and tends to focus on fat and steroid production as well as metabolizing toxins.",1.5,Picture,http://czbeta.blob.core.windows.net/images/d7594f90-d532-4280-8f29-8a6549bde0eb_492px-Nucleus_ER_golgi.svg.png,http://en.wikipedia.org/w/index.php?title=File:Nucleus_ER_golgi.svg&page=1,Pbroks13,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
2376C00B-864D-4234-87B1-944A73506D86,Fire,"The controlled use of fire represents an important step in the development of early humans. The first species that is believed to have tamed fire is Homo erectus around 1.5 Ma. Probably used primarily to cook and preserve food, fire distinguished humans from other animals and promoted human development in other areas such as social development and tool making.",1.5,Picture,http://czbeta.blob.core.windows.net/images/2376c00b-864d-4234-87b1-944a73506d86_Fire.jpg,http://commons.wikimedia.org/wiki/File:Spreading_homo_sapiens.jpg,Uploaded by Wikipedia author Pedroserafin,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,10EF4BF7-8CAD-4F28-BDEE-E8FB91A4AFB5,8
BC5F97DB-BE52-42EE-9399-A32B73AC7961,The Nucleus: The Core of Eukaryotic cells,"The nucleus is where all the cell's genetic information is stored in the form of chromatin. Chromatin is the cell's DNA wrapped tightly around well packed proteins, that are there to protect the DNA from being degraded. The monomers of chromatin are nucleosomes, that bind together into chromosomes when the cell is ready to divide. The nuclear envelope is a double lipid bilayer that likely originated from an infolding of the cells normal membrane meaning the nuclear membrane is twice as thick as the regular cell membrane. Inside the nucleus, DNA is transcribed into mRNA. Most DNA is not actually genes that code for something important, but rather junk DNA that is there to absorb damage and protect the genes from damage, and then most genes aren't expressed in every cell, only a small subset are. The mRNA acts as a messenger of genetic information that exits the nucleus into the cytoplasm where it can be translated into proteins.",1.5,Picture,http://czbeta.blob.core.windows.net/images/bc5f97db-be52-42ee-9399-a32b73ac7961_422px-Nucleus_ER.svg.png,http://commons.wikimedia.org/w/index.php?title=File:Nucleus_ER.svg&page=1,Andrew C,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
C71DE4CE-39B3-4F07-BAF8-BE02B2212F7E,Organelles,"Eukaryotes are different from prokaryotes in that they have membrane-bound organelles. This means that they are more compartimentalised and can therefore perform a wider range of chemical reactions. These cells also have a nucleus where DNA is stored and protected. Eukaryotic cells are also generally larger than prokaryotic cells and are the building blocks of all multicellular organisms, such as plants and animals.",1.5,Picture,http://czbeta.blob.core.windows.net/images/c71de4ce-39b3-4f07-baf8-be02b2212f7e_PSM_V05_D671_Paramecium_caudatum.jpg,http://commons.wikimedia.org/wiki/File:PSM_V05_D671_Paramecium_caudatum.jpg,NULL,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
FB03946B-E59C-4711-9E53-D2D5E8B4B4EA,Chloroplasts: Photosynthesis Centers,"Chloroplasts are not found in animal or fungi cells; only plant and algae cells contain them. They are similar in many ways to mitochondria. It is hypothesized that they have similar origins to mitochondria in that they were originally free living cyanobacteria that were ingested and later evolved within larger eukaryotic cells as endosymbionts. The function of chloroplasts is to generate organic molecules, especially simple sugars such as glucose, from CO2 and H2O. This is an extremely important function ecologically since it recycles inorganic molecules and creates molecules we can gain sustenance from by using solar energy. It carries out its functions through thylakoids and has two sets of reactions: light dependent which use chlorophyll A and B to break down water and create oxygen, and light independent (or Calvin cycle) which actually create the simple sugars and fixes carbon dioxide.",1.5,Picture,http://czbeta.blob.core.windows.net/images/fb03946b-e59c-4711-9e53-d2d5e8b4b4ea_800px-Chloroplast_diagram.svg.png,http://en.wikipedia.org/w/index.php?title=File:Chloroplast_diagram.svg&page=1,Ollin,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
B10B4687-29CC-40BE-9989-EA188F478CAA,The Golgi Apparatus: The post office of the cell,"With eukaryotic cells being such complex structures, some kind of sorting mechanism needs to be in place. Proteins created by ribosomes are folded further here and packaged to go to their destinations within or outside the cell. It also plays an important role in the movement of lipids around the cell. Lysosomes, the main digestive sacs within the cell that contain hydrolytic enzymes, are also created here. In addition, proteins that can be found on the surface of cellular membranes often contain carbohydrates attached to them and this is where they are added, through a process called glycosylation.",1.5,Picture,http://czbeta.blob.core.windows.net/images/b10b4687-29cc-40be-9989-ea188f478caa_635px-Dictiosome.svg.png,http://commons.wikimedia.org/w/index.php?title=File:Dictiosome.svg&page=1,Miguelsierra,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,51B29786-5F4E-42A8-85B2-5D3B0930AE35,5
724F4593-BF8C-4A11-AA1B-E3A8DBD2B9F1,Satellite image of Sudbury Basin,"The Sudbury Basin is the second-largest known impact crater on Earth, occurring an estimated 1.849 billion years ago. The Basin is located in the city of Greater Sudbury in Ontario, Canada. After impact, the crater was filled with mineral-rich magma, which led to the Sudbury region becoming one of the world’s largest mining communities, particularly for nickel and copper ores. The region’s soil, also rich in minerals, is among the most fertile land in Northern Ontario.",1.84,Picture,http://czbeta.blob.core.windows.net/images/724f4593-bf8c-4a11-aa1b-e3a8dbd2b9f1_Sudbury_Wanapitei_WorldWind.jpg,http://en.wikipedia.org/wiki/File:Sudbury_Wanapitei_WorldWind.jpg,NASA World Wind,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,B54820BE-AA80-4E78-916D-DBFAAA36ABD4,5
512CB50C-6CDA-4924-96A7-A26DCC75AC7A,Satellite image of Vredefort crater,"Located in the Free State province of central South Africa, the Vredefort crater is the largest known impact structure on Earth. Estimated at approximately 2.023 billion years old, Vredefort is also the second oldest known impact crater on Earth, after the  Suavjärvi crater in Russia. The town of Vredefort is situated near the centre of the 250-300 km crater. In 2005, the Vredefort crater was named a UNESCO World Heritage Site.",2.02,Picture,http://czbeta.blob.core.windows.net/images/512cb50c-6cda-4924-96a7-a26dcc75ac7a_Vredefort_Dome_STS51I-33-56AA.jpg,http://en.wikipedia.org/wiki/File:Vredefort_Dome_STS51I-33-56AA.jpg,NASA,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,9688085C-78FE-47E3-A672-E46C5A28DE35,5
AB79BD7E-0EE7-4DE3-8064-0562DCB07585,Molecular Oxygen,"Molecular oxygen is made up of two oxygen atoms double bonded together. It comprises about 21% of the atmosphere and it is what allows complex multicellular life to function. The way it does this is by a chemical process known as ""Redox"" or Reduction-Oxidation. Most elements want to be like Noble Gases (elements in the column of helium), which are non-reactive. This is because this is the lowest energy state they can be in, and is the basis for a concept known as electronegativity. An element is electronegative if it will try to gain electrons and an electropositive one will try to get rid of them. Oxygen is a good oxidizer, meaning it is good at accepting electrons because it is very electronegative. This makes it very reactive and capable of bonding with many different compounds. This makes it good for breaking down complex compounds and harnessing a lot of energy from them, allowing for much more chemistry and biological properties.",2.5,Picture,http://czbeta.blob.core.windows.net/images/ab79bd7e-0ee7-4de3-8064-0562dcb07585_96px-Oxygen_symbol.svg.png,http://commons.wikimedia.org/w/index.php?title=File:Oxygen_symbol.svg&page=1,Jerome Walker,NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,847B0AA5-357C-4D1B-84C2-501BDDEC5A2E,5
1A0E6B5F-35D7-4F14-AEB8-09016F47314D,Flintknapping,"Through scratching and grinding rocks, John Olsen has made many authentic replica artifacts. He majored in ceramics in college and began making primitive items with native clays. Knapping is the shaping of flint, chert, obsidian or other conchoidally-fracturing stone. Knapping is used to manufacture stone tools, strikers, or flat-faced stones for building or facing walls. In cultures that have not adopted metalworking technologies, the production of stone tools by knappers is common.",2.5,Video,http://www.youtube.com/embed/54UKmikhv7Y,http://www.youtube.com/watch?v=54UKmikhv7Y&feature=relmfu,"Uploaded by YouTube user ExpertVillage, Expert: John Olsen, Filmmaker Mike Phillips",NULL,2B6CD8E0-5833-CEAF-117E-CF74DB7FED1F,9B7485CE-1A5E-4743-924C-1EE87088E031,7
